,imdbId,title,releaseYear,releaseDate,genre_x,writers,actors,directors,sequel,hitFlop,movie_name,release_date,runtime,genre_y,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
417,tt1034449,Kidnap,2008,02 Oct 2008,Crime | Drama | Thriller,Vijayvargiya Anshul (additional dialogue) | Yatharth Awasthi (additional dialogue) | Shibani Bathija (story) | Shibani Bathija | Sanjay Gadhvi (dialogue) | Mayur Puri (lyrics) | Sandeep Vyas (lyrics) | Sanjeev Vyas (lyrics),Sanjay Dutt | Imran Khan | Minissha Lamba | Vidya Malvade,Sanjay Gadhvi,0.0,2,Kidnap, 2 Oct 2008 , 149 min  ,Thriller,Flop,875,"41,63,000","31,00,00,000","4,88,00,000","9,89,00,000","15,84,00,000","17,68,60,000","27,84,00,000","28,79,00,000","35,60,60,000"
418,tt1039989,Sunday,2008,25 Jan 2008,Action | Comedy | Romance,Robin Bhatt (screenplay) | Robin Bhatt (story) | Tushar Hiranandani (screenplay) | Sajid (dialogue) | K. Subhash (screenplay),Ajay Devgn | Ayesha Takia | Arshad Warsi | Irrfan Khan,Rohit Shetty,0.0,2,Sunday, 25 Jan 2008 , 136 min  ,Comedy,Flop,900,"45,15,000","22,00,00,000","2,31,00,000","7,78,00,000","12,03,00,000","12,43,37,000","19,09,17,000","28,13,00,000","31,96,15,000"
419,tt1039995,U Me Aur Hum,2008,11 Apr 2008,Comedy | Drama | Romance,Robin Bhatt (screenplay) | Ajay Devgn (story) | Ashwani Dhir (dialogue) | Sutanu Gupta (screenplay) | Akarsh Khurana (screenplay),Ajay Devgn | Kajol | Sumeet Raghvan | Divya Dutta,Ajay Devgn,0.0,2,U Me Aur Hum, 11 Apr 2008 , 160 min  ,Love Story,Flop,600,"42,58,000","25,00,00,000","2,21,00,000","7,59,00,000","12,08,00,000","15,76,72,000","23,70,14,000","28,96,00,000","40,02,00,000"
420,tt1043876,Woodstock Villa,2008,30 May 2008,Drama | Mystery | Thriller,The Aryans (lyrics) | S. Farhan (screenplay) | S. Farhan (story) | Rajiv Gopalkrishnan (screenplay) | Sanjay Gupta (screenplay) | Virag Mishra (lyrics) | Manoj Muntashir (lyrics) | Milap Zaveri (dialogue),Sikander Kher | Neha Uberoi | Arbaaz Khan | Gulshan Grover,Hansal Mehta,0.0,2,Woodstock Villa, 30 May 2008 , 90 min  ,Mystery,Flop,275,"4,31,000","6,50,00,000","41,00,000","1,42,00,000","2,03,00,000","1,95,96,000","2,80,14,000","3,12,00,000","3,12,00,000"
421,tt1047519,Red Swastik,2007,08 Jun 2007,Crime | Drama | Thriller,Vinod Pande,Sherlyn Chopra | Udayyan Raathore | Zahid Ali | Amrita,Vinod Pande,0.0,1,Red Swastik, 8 Jun 2007 , 131 min  ,Thriller,Disaster,50,"2,12,000","2,25,00,000","7,50,000","26,00,000","38,00,000","36,14,000","52,82,000","82,00,000","82,00,000"
422,tt1050739,Roadside Romeo,2008,24 Oct 2008,Animation | Comedy | Family,Jugal Hansraj,Saif Ali Khan | Kareena Kapoor | Javed Jaffrey | Vrajesh Hirjee,Jugal Hansraj,0.0,1,Roadside Romeo, 24 Oct 2008 , 155 min  ,Animation,Disaster,300,"6,72,000","15,00,00,000","66,00,000","2,25,00,000","3,38,50,000","4,47,07,500","6,64,54,000","6,32,00,000","8,70,80,000"
423,tt1056465,Chanchal,2008,,Drama | Musical,,Armaan Shahabi | Gracy Singh,Indrajit Singh,0.0,1,Chanchal, 28 Nov 2008 , 117 min  ,Drama,Disaster,2,"3,850","1,00,00,000",None,None,"50,000",None,"71,500","1,42,500","1,42,500"
424,tt1060249,Drona,2008,02 Oct 2008,Action | Adventure | Drama,Goldie Behl | Rohini Killough (screenplay) | Vaibhav Modi (lyrics) | Jaydeep Sarkar (screenplay),Jayshree Arora | Veer Arya | Abhishek Bachchan | Jaya Bhaduri,Goldie Behl,0.0,1,Drona, 2 Oct 2008 , 144 min  ,Action,Disaster,750,"19,08,000","43,00,00,000","1,79,00,000","4,00,00,000","7,67,00,000","8,39,20,000","15,07,73,000","12,45,00,000","18,06,60,000"
425,tt1065099,My Friend Ganesha,2007,06 Jul 2007,Animation,Rajiv S. Ruia (story) | S. Sachinder,Arun Bakshi | Ahsaas Channa | Kiran Janjani | Mushtaq Khan,Rajiv S. Ruia,0.0,2,My Friend Ganesha, 6 Jul 2007 , 121 min  ,Drama,Flop,100,"1,82,500","2,25,00,000","14,00,000","54,00,000","78,50,000","74,52,000","1,08,33,000","1,59,00,000","1,59,00,000"
426,tt1077248,Johnny Gaddaar,2007,28 Sep 2007,Crime | Drama | Thriller,Vinay Choudary (additional screenplay) | Sriram Raghavan,Dharmendra | Rimi Sen | Ashwini Khalsekar | Neil Nitin Mukesh,Sriram Raghavan,0.0,2,Johnny Gaddaar, 28 Sep 2007 , 135 min  ,Thriller,Flop,300,"8,04,000","7,50,00,000","54,00,000","1,87,00,000","2,83,00,000","2,61,80,000","3,96,20,000","5,68,00,000","5,68,00,000"
427,tt1083447,Buddha Mar Gaya,2007,17 Aug 2007,Comedy,Raju Saigal (story) | Anand Sivakumaran (screenplay),Mona Ambegaonkar | Jitender Bhargava | Birbal | Heenaa Biswas,Rahul Rawail,0.0,2,Buddha Mar Gaya, 17 Aug 2007 , 92 min  ,Comedy,Flop,285,"6,36,000","3,75,00,000","62,00,000","1,94,00,000","2,72,50,000","2,88,11,000","4,05,42,500","4,09,00,000","4,50,00,000"
428,tt1084972,Wanted,2009,18 Sep 2009,Action | Comedy | Crime,Sunil Kumar Agrawal (dialogue associate) | Shabbir Ahmed (lyrics) | Shiraz Ahmed (screenplay) | Wajid Ali (lyrics) | Arun Bhairav (lyrics) | Puri Jagannadh (story) | Jalees Sherwani (lyrics),Salman Khan | Ayesha Takia | Vinod Khanna | Mahesh Manjrekar,Prabhudheva,0.0,6,Wanted, 18 Sep 2009 , 153 min  ,Action,Hit,1400,"1,32,16,000","52,00,00,000","5,10,00,000","15,57,00,000","33,63,00,000","24,96,66,000","52,21,74,000","83,15,00,000","93,23,00,000"
429,tt1087856,Hello,2008,10 Oct 2008,Drama | Romance,Atul Agnihotri (screenplay) | Chetan Bhagat (additional dialogue) | Chetan Bhagat (book) | Jalees Sherwani (lyrics) | Alok Upadhyay (additional dialogue),Bharati Achrekar | Amrita Arora | Sharman Joshi | Katrina Kaif,Atul Agnihotri,0.0,2,Hello, 10 Oct 2008 , 129 min  ,Love Story,Flop,650,"26,24,000","14,00,00,000","1,97,00,000","6,27,00,000","9,70,00,000","9,32,46,000","14,29,80,000","16,76,00,000","17,96,00,000"
430,tt1090650,Dhokha,2007,31 Aug 2007,Action | Drama | Romance,Shagufta Rafique,Muzammil Ibrahim | Tulip Joshi | Aushima Sawhney | Bharat Dabholkar,Pooja Bhatt,0.0,1,Dhokha, 31 Aug 2007 , 127 min  ,Drama,Disaster,125,"1,57,000","4,50,00,000","17,00,000","50,00,000","70,50,000","70,00,000","98,70,000","1,05,00,000","1,05,00,000"
431,tt1092005,Golmaal Returns,2008,29 Oct 2008,Comedy | Crime | Drama,Indie (lyrics) | Rumi Jaffery | Ashiesh Pandit (lyrics) | Yunus Sajawal (screenplay) | Sameer (lyrics) | Neeraj Shridhar (lyrics) | Neeraj Vora (dialogue),Amrita Arora | Leigh Barwell | Robin Bhatt | Ajay Devgn,Rohit Shetty,1.0,6,Golmaal Returns, 29 Oct 2008 , 135 min  ,Comedy,Hit,1250,"1,02,31,000","35,00,00,000","5,89,00,000","17,56,00,000","33,90,00,000","28,87,04,000","54,25,05,000","70,89,00,000","80,00,80,000"
432,tt1093370,Jab We Met,2007,26 Oct 2007,Comedy | Romance,Imtiaz Ali,Shahid Kapoor | Kareena Kapoor | Tarun Arora | Dara Singh,Imtiaz Ali,0.0,6,Jab We Met, 26 Oct 2007 , 155 min  ,Rom - Com,Hit,475,"61,97,000","15,00,00,000","1,75,00,000","6,82,00,000","11,80,00,000","12,20,16,000","20,42,90,000","44,46,00,000","50,93,80,000"
433,tt1099196,Dil Dosti Etc,2007,28 Sep 2007,Comedy | Crime | Drama,Ram Goutam (lyrics) | Kumaar (lyrics) | Prashant Pandey (lyrics) | Siddharth (lyrics) | Pawan Sony (screenplay) | Suhas (lyrics) | Manish Tiwary,Imaaduddin Shah | Shreyas Talpade | Smriti Mishra | Nikita Anand,Manish Tiwary,0.0,2,Dil Dosti Etc, 28 Sep 2007 , 144 min  ,Drama,Flop,135,"6,40,000","3,50,00,000","27,00,000","93,00,000","1,51,75,000","1,30,20,000","2,12,45,000","3,74,00,000","3,74,00,000"
434,tt1105709,8 x 10 Tasveer,2009,03 Apr 2009,Crime | Drama | Mystery,Bohemia (lyrics) | Nagesh Kukunoor | Sameer (lyrics) | Irfan Siddiqui (lyrics),Akshay Kumar | Ayesha Takia | Javed Jaffrey | Girish Karnad,Nagesh Kukunoor,0.0,1,8 x 10 Tasveer, 3 Apr 2009 , 121 min  ,Thriller,Disaster,825,"25,97,000","35,00,00,000","1,89,00,000","6,15,00,000","9,16,00,000","9,57,55,000","14,29,92,000","21,08,00,000","23,58,00,000"
435,tt1105733,Kismat Konnection,2008,18 Jul 2008,Comedy | Drama | Romance,Sanjay Chhel | Sai Kabir (screenplay) | Ashish Kariya (dialogue) | Rahila Mirza (story) | Vibha Singh (screenplay),Shahid Kapoor | Vidya Balan | Vishal Malhotra | Om Puri,Aziz Mirza,0.0,2,Kismat Konnection, 18 Jul 2008 , 153 min  ,Rom - Com,Flop,850,"43,92,000","27,00,00,000","3,41,00,000","11,45,00,000","16,81,00,000","19,54,16,250","28,49,88,000","31,36,00,000","38,58,47,500"
436,tt1105747,Yuvvraaj,2008,21 Nov 2008,Comedy | Drama | Romance,Sachin Bhowmick (screenplay) | Subhash Ghai (story) | Kamlesh Pandey (screenplay),Salman Khan | Anil Kapoor | Zayed Khan | Mithun Chakraborty,Subhash Ghai,0.0,1,Yuvvraaj, 21 Nov 2008 , 161 min  ,Drama,Disaster,1100,"35,98,000","48,00,00,000","2,88,00,000","9,02,00,000","12,94,00,000","16,60,56,000","23,40,12,000","23,30,00,000","31,22,00,000"
437,tt1114725,Heroes,2008,24 Oct 2008,Action | Adventure | Comedy,Aseem Arora (story) | Samir Karnik (screenplay) | Aseem Arora (screenplay) | Samir Karnik (dialogue) | Aseem Arora (dialogue),Sohail Khan | Vatsal Seth | Amrita Arora | Riya Sen,Samir Karnik,0.0,2,Heroes, 24 Oct 2008 , 139 min  ,Drama,Flop,725,"27,95,000","18,00,00,000","2,09,00,000","6,78,00,000","10,38,00,000","13,33,64,000","20,49,34,000","17,48,00,000","25,44,00,000"
438,tt1120897,Dhan Dhana Dhan Goal,2007,23 Nov 2007,Sport,Anurag Kashyap (dialogue) | Rohit Malhotra (story) | Vikramaditya Motwane (screenplay),John Abraham | Arshad Warsi | Bipasha Basu | Boman Irani,Vivek Agnihotri,0.0,2,Dhan Dhana Dhan Goal, 23 Nov 2007 , 158 min  ,Drama,Flop,650,"28,59,000","19,00,00,000","2,05,00,000","6,43,00,000","9,55,00,000","10,28,92,000","15,14,27,500","19,24,00,000","21,72,43,750"
439,tt1124386,Pankh,2010,02 Apr 2010,Drama,Sudipto Chattopadhyay (story) | Sudipto Chattopadhyay,Bipasha Basu | Lillete Dubey | Mahesh Manjrekar | Ronit Roy,Sudipto Chattopadhyay,0.0,1,Pankh, 2 Apr 2010 , 104 min  ,Drama,Disaster,125,"22,300","5,50,00,000","3,25,000","10,75,000","14,75,000","14,40,500","19,76,500","20,25,000","20,25,000"
440,tt1126516,Money Hai Toh Honey Hai,2008,25 Jul 2008,Comedy | Drama,Muazzam Beg | Sameer (lyrics),Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel,Ganesh Acharya,0.0,1,Money Hai Toh Honey Hai, 25 Jul 2008 , 142 min  ,Comedy,Disaster,525,"9,43,000","18,00,00,000","69,00,000","2,26,00,000","3,32,00,000","3,67,26,500","5,35,85,500","5,37,00,000","6,26,25,000"
441,tt1127870,Mumbai Salsa,2007,26 Oct 2007,Comedy | Drama,Dheeraj Rattan (additional screenplay) | Manoj Tyagi (screenplay),Linda Arsenio | Shaurya Chauhan | Alisha Chinoi | Vir Das,Manoj Tyagi,0.0,1,Mumbai Salsa, 26 Oct 2007 , 136 min  ,Drama,Disaster,70,"88,900","35,00,000","7,75,000","26,00,000","38,00,000","36,14,000","52,82,000","79,00,000","79,00,000"
442,tt1132589,Hijack,2008,05 Sep 2008,Action | Drama | Thriller,Gavendra Agarwal (story) | Kumaar (lyrics) | Kunal Shivdasani (story),Shiney Ahuja | Mona Ambegaonkar | Ishita Chauhan | Mukesh Chhabra,Kunal Shivdasani,0.0,1,Hijack, 5 Sep 2008 , 120 min  ,Action,Disaster,375,"4,41,000","9,00,00,000","45,00,000","1,42,00,000","1,99,00,000","2,15,18,000","3,03,31,000","2,96,00,000","3,40,50,000"
443,tt1132595,Maan Gaye Mughall-E-Azam,2008,22 Aug 2008,Comedy | Crime | Drama,Sanjay Chhel | Sunil Munshi (screenplay),Mallika Sherawat | Rahul Bose | Paresh Rawal | Kay Kay Menon,Sanjay Chhel,0.0,1,Maan Gaye Mughall-E-Azam, 22 Aug 2008 , 138 min  ,Comedy,Disaster,325,"2,83,500","8,00,00,000","39,00,000","1,26,00,000","1,71,50,000","1,82,68,000","2,49,87,000","2,42,00,000","2,58,72,000"
444,tt1132606,Ugly Aur Pagli,2008,01 Aug 2008,Comedy | Drama,Anil Pandey (story) | Amitabh Verma (lyrics) | Suparn Verma (additional screenplay & dialogue),Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman,Sachin Kamlakar Khot,0.0,2,Ugly Aur Pagli, 1 Aug 2008 , 120 min  ,Rom - Com,Flop,400,"12,91,000","12,00,00,000","1,32,00,000","4,53,00,000","6,68,00,000","6,89,12,500","10,07,02,500","9,97,00,000","10,75,16,250"
445,tt1139671,Yeh Hai Pyar Ka Mausam,2001,,Crime,M.L. Bhaskar,Rajat Bakshi | Rajesh Bakshi | Prem Chabra | Harish Ghera,Rajesh Bakshi,0.0,1,Yeh Hai Pyar Ka Mausam, 23 Mar 2001 , 115 min  ,Drama,Disaster,1,"24,200","15,00,000",None,None,None,None,"4,00,500","4,00,000","4,00,000"
446,tt1144804,Kambakkht Ishq,2009,03 Jul 2009,Action | Comedy | Romance,Sabir Khan (screenplay) | Ishita Moitra (screenplay) | Anvita Dutt Guptan (dialogue) | Kiran Kotrial (screenplay),Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg,Sabir Khan,0.0,4,Kambakkht Ishq, 3 Jul 2009 , 139 min  ,Rom - Com,Average,1500,"85,68,000","65,00,00,000","7,42,00,000","22,62,00,000","33,10,00,000","42,72,64,000","61,15,80,000","64,32,00,000","85,56,30,000"
447,tt1146325,Singh Is Kinng,2008,08 Aug 2008,Action | Comedy | Crime,Anees Bazmee (writer & dialogue) | Vipul Binjola (dialogue) | Suresh Nair | Rishi Virmani (dialogue),Akshay Kumar | Katrina Kaif | Om Puri | Kiron Kher,Anees Bazmee,0.0,7,Singh Is Kinng, 8 Aug 2008 , 135 min  ,Masala,Super Hit,1400,"1,40,28,000","50,00,00,000","7,24,00,000","25,53,00,000","39,38,00,000","48,11,76,500","73,48,36,500","93,97,00,000","1,23,96,75,000"
448,tt1156148,Karzzzz,2008,17 Oct 2008,Action | Drama | Musical,Shiraz Ahmed (screenplay) | Sameer (lyrics),Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea,Satish Kaushik,0.0,1,Karzzzz, 17 Oct 2008 , 143 min  ,Drama,Disaster,900,"22,43,000","24,00,00,000","2,05,00,000","6,24,00,000","9,06,00,000","9,70,26,000","14,16,14,000","14,32,00,000","16,28,00,000"
449,tt1166100,Ghajini,2008,25 Dec 2008,Action | Drama | Mystery,Piyush Mishra (dialogue) | A.R. Murugadoss (story),Aamir Khan | Asin | Jiah Khan | Tinnu Anand,A.R. Murugadoss,0.0,8,Ghajini, 25 Dec 2008 , 179 min  ,Action,Blockbuster,1550,"2,40,14,000","52,00,00,000","9,05,00,000","29,62,00,000","55,16,00,000","54,35,86,000","94,79,33,000","1,57,14,00,000","1,94,58,20,000"
450,tt1170399,C Kkompany,2008,29 Aug 2008,Comedy | Drama,Shabbir Ahmed (lyrics) | Anand Raj Anand (lyrics) | Sachin Yardi,Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen,Sachin Yardi,0.0,1,C Kkompany, 29 Aug 2008 , 120 min  ,Comedy,Disaster,500,"7,30,000","10,00,00,000","73,00,000","2,28,00,000","3,14,00,000","3,14,64,000","4,33,32,000","4,83,00,000","4,83,00,000"
451,tt1170404,Mere Baap Pehle Aap,2008,13 Jun 2008,Comedy | Drama | Romance,Manisha Korde (dialogue) | Priyadarshan (story) | Kalavur Ravikumar (story) | Sameer (lyrics),Paresh Rawal | Akshaye Khanna | Genelia D'Souza | Om Puri,Priyadarshan,0.0,3,Mere Baap Pehle Aap, 13 Jun 2008 , 161 min  ,Comedy,Below Average,800,"47,78,000","20,00,00,000","2,77,00,000","9,96,00,000","15,27,00,000","15,85,36,500","24,17,50,500","31,45,00,000","36,23,80,000"
452,tt1170411,Victory,2009,30 Jan 2009,Drama | Sport,Darab Farooqui (dialogue script) | Kannan Iyer (screenplay) | Anupam Maanav (additional dialogue) | Ajit Pal Mangat (story),Harman Baweja | Allan Border | Mike Hussey | Simon Jones,Ajit Pal Mangat,0.0,1,Victory, 30 Jan 2009 , 155 min  ,Drama,Disaster,325,"2,47,000","19,00,00,000","28,00,000","95,00,000","1,31,00,000","1,35,05,000","1,86,33,000","1,85,00,000","1,92,35,000"
453,tt1172587,Delhi Safari,2012,07 Dec 2012,Animation,Nikhil Advani (screenplay) | Nikhil Advani (story) | Rahul Awate (dialogue) | Girish Dhamija (dialogue) | Girish Dhamija (screenplay) | Suresh Nair (screenplay) | Milap Zaveri (dialogue),Cary Elwes | Christopher Lloyd | Troy Baker | Tom Kenny,Nikhil Advani,0.0,1,Delhi Safari, 19 Oct 2012 , 96 min  ,Animation,Disaster,350,"2,38,000","12,00,00,000","25,00,000","1,10,00,000","1,83,50,000","1,55,30,750","2,58,27,500","2,92,00,000","3,40,15,000"
454,tt1176141,Zahreela,2001,05 Mar 2001,Action,Iqbal Durrani (dialogue) | Sanjay Kumar (screenplay),Vikas Anand | Asrani | Mithun Chakraborty | Gulshan Grover,Raj N. Sippy,0.0,1,Zahreela, 2 Mar 2001 , 118 min  ,Action,Disaster,65,"7,61,000","1,25,00,000","13,00,000","35,00,000","53,00,000","59,85,000","90,63,000","1,48,00,000","1,49,86,000"
455,tt1176960,One Two Three,2008,28 Mar 2008,Action | Comedy | Drama,Ashwani Dhir (screenplay),Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor,Ashwani Dhir,0.0,4,One Two Three, 28 Mar 2008 , 124 min  ,Comedy,Average,575,"29,29,000","14,00,00,000","2,15,00,000","7,53,00,000","11,46,00,000","12,10,67,000","18,44,94,000","23,80,00,000","27,36,00,000"
456,tt1176961,Paying Guests,2009,19 Jun 2009,Comedy | Drama,Wajid Ali (lyrics) | Rashid Firozabadi (lyrics) | Lawrence John (additional dialogue & screenplay) | Paritosh Painter (story) | Jalees Sherwani (lyrics) | A.K. Upadhyay (lyrics),Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth,Paritosh Painter,0.0,2,Paying Guests, 19 Jun 2009 , 120 min  ,Comedy,Flop,450,"10,31,000","11,00,00,000","1,00,00,000","3,33,00,000","4,64,00,000","4,59,54,000","6,40,32,000","7,66,00,000","7,66,00,000"
457,tt1178657,Superstar,2008,08 Feb 2008,Drama | Romance,Rohit Jugraj | Sudip Sharma | Rahul Singh (story) | Rahul Singh,Kunal Khemu | Tulip Joshi | Aushima Sawhney | Apoorva S. Badgaiyan,Rohit Jugraj,0.0,1,Superstar, 8 Feb 2008 , 129 min  ,Drama,Disaster,375,"4,62,000","9,00,00,000","46,00,000","1,39,00,000","1,93,00,000","1,93,21,000","2,68,27,000","3,19,00,000","3,19,00,000"
458,tt1179782,Mithya,2008,08 Feb 2008,Comedy | Crime | Drama,Rajat Kapoor | Saurabh Shukla | Neerav Ghosh (lyrics) | Ashish Manchanda (lyrics) | Shahid Hamdaane (lyrics) | Prakash Chandra Dhamak (lyrics),Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla,Rajat Kapoor,0.0,3,Mithya, 8 Feb 2008 , 108 min  ,Comedy,Below Average,200,"7,66,000","4,00,00,000","48,00,000","1,79,00,000","2,98,50,000","2,47,02,000","4,11,93,000","7,17,00,000","7,17,00,000"
459,tt1182884,Dulha Mil Gaya,2010,08 Jan 2010,Comedy | Drama,Mudassar Aziz (story) | Mudassar Aziz | Neeraj Udhwani (script associate) | Vivek Vaswani (story),Sushmita Sen | Fardeen Khan | Ishita Sharma | Shah Rukh Khan,Mudassar Aziz,0.0,1,Dulha Mil Gaya, 8 Jan 2010 , 152 min  ,Rom - Com,Disaster,550,"4,99,000","22,00,00,000","63,00,000","2,00,00,000","2,96,00,000","4,13,05,000","5,98,21,000","4,21,00,000","6,48,50,000"
460,tt1182908,Krazzy 4,2008,11 Apr 2008,Action | Comedy | Crime,Ashwani Dhir (screenplay) | Rakesh Roshan (story),Juhi Chawla | Irrfan Khan | Arshad Warsi | Rajpal Yadav,Jaideep Sen,0.0,4,Krazzy 4, 11 Apr 2008 , 113 min  ,Comedy,Average,800,"44,48,000","18,00,00,000","2,73,00,000","8,96,00,000","13,59,00,000","15,14,24,000","22,67,01,000","27,28,00,000","32,27,80,000"
461,tt1182937,Rab Ne Bana Di Jodi,2008,12 Dec 2008,Comedy | Drama | Musical,Aditya Chopra (story),Shah Rukh Khan | Vinay Pathak | Anushka Sharma | M.K. Raina,Aditya Chopra,0.0,8,Rab Ne Bana Di Jodi, 12 Dec 2008 , 166 min  ,Love Story,Blockbuster,1350,"1,72,43,000","39,00,00,000","6,76,00,000","24,32,00,000","41,79,00,000","49,89,21,000","78,96,67,000","1,16,83,00,000","1,57,41,75,000"
462,tt1182972,Bachna Ae Haseeno,2008,15 Aug 2008,Comedy | Drama | Romance,Aditya Chopra (story) | Devika Bhagat (screenplay) | Anvita Dutt Guptan (dialogue),Ranbir Kapoor | Bipasha Basu | Minissha Lamba | Deepika Padukone,Siddharth Anand,0.0,5,Bachna Ae Haseeno, 15 Aug 2008 , 152 min  ,Rom - Com,Semi Hit,800,"66,24,000","23,00,00,000","4,87,00,000","13,15,00,000","20,07,00,000","22,56,55,000","34,27,71,500","49,76,00,000","61,57,25,000"
463,tt1183917,Teen Patti,2010,26 Feb 2010,Drama | Thriller,Shivkumar Subramaniam (story) | Leena Yadav (story) | Ben Rekhi (english dialogue),Amitabh Bachchan | Madhavan | Shraddha Kapoor | Siddharth Kher,Leena Yadav,0.0,1,Teen Patti, 26 Feb 2010 , 142 min  ,Thriller,Disaster,575,"7,36,000","18,00,00,000","95,00,000","3,26,00,000","4,62,00,000","5,16,96,000","7,31,82,000","6,48,00,000","7,63,00,000"
464,tt1183946,The Stoneman Murders,2009,13 Feb 2009,Crime | Drama | Mystery,Manish Gupta,Kay Kay Menon | Arbaaz Khan | Rukhsar | Veerendra Saxena,Manish Gupta,0.0,1,The Stoneman Murders, 13 Feb 2009 , 98 min  ,Mystery,Disaster,175,"90,200","4,75,00,000","12,00,000","39,00,000","57,00,000","54,21,000","79,23,000","83,00,000","83,00,000"
465,tt1185412,Veer,2010,22 Jan 2010,Action | Adventure | Drama,Shailesh Verma (screenplay) | Shaktimaan Talwar (screenplay) | Salman Khan (story),Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan,Anil Sharma,0.0,3,Veer, 1 Sep 1995 , 124 min  ,Action,Flop,105,"24,26,000","1,50,00,000","26,00,000","71,00,000","1,11,75,000","1,21,41,000","1,91,09,250","2,90,00,000","2,91,62,500"
466,tt1185412,Veer,2010,22 Jan 2010,Action | Adventure | Drama,Shailesh Verma (screenplay) | Shaktimaan Talwar (screenplay) | Salman Khan (story),Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan,Anil Sharma,0.0,3,Veer, 22 Jan 2010 , 168 min  ,Action,Below Average,1600,"73,47,000","63,00,00,000","6,85,00,000","19,52,00,000","30,34,00,000","31,72,72,000","48,33,86,500","51,89,00,000","61,14,00,000"
467,tt1185420,Dostana,2008,14 Nov 2008,Comedy | Drama | Romance,Anvita Dutt Guptan (dialogue script) | Tarun Mansukhani (first story),Abhishek Bachchan | John Abraham | Priyanka Chopra | Kiron Kher,Tarun Mansukhani,0.0,4,Dostana, 14 Nov 2008 , 145 min  ,Rom - Com,Average,1000,"80,90,000","40,00,00,000","5,29,00,000","17,53,00,000","26,74,00,000","34,99,88,500","51,99,98,000","61,00,00,000","87,15,17,500"
468,tt1185442,Kurbaan,2009,20 Nov 2009,Action | Crime | Drama,Renzil D'Silva (screenplay) | Niranjan Iyengar (dialogues) | Karan Johar (story) | Anurag Kashyap (dialogues) | Irfan Siddiqui (lyrics),Kareena Kapoor | Saif Ali Khan | Om Puri | Vivek Oberoi,Renzil D'Silva,0.0,2,Kurbaan, 20 Nov 2009 , 160 min  ,Thriller,Flop,1250,"39,05,000","50,00,00,000","4,02,00,000","13,64,00,000","19,75,00,000","24,22,34,000","34,81,15,000","31,78,00,000","42,98,65,000"
469,tt1187043,3 Idiots,2009,25 Dec 2009,Comedy | Drama,Rajkumar Hirani | Abhijit Joshi | Vidhu Vinod Chopra (screenplay),Aamir Khan | Kareena Kapoor | Madhavan | Sharman Joshi,Rajkumar Hirani,0.0,9,3 Idiots, 24 Dec 2009 , 170 min  ,Drama,All Time Blockbuster,1750,"3,17,85,000","77,00,00,000","12,98,00,000","37,96,00,000","76,26,00,000","70,22,56,000","1,38,58,86,000","2,73,82,00,000","3,49,10,35,000"
470,tt1188982,Jai Ho,2014,24 Jan 2014,Action | Drama,A.R. Murugadoss (story) | Dilip Shukla (screenplay),Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza,Sohail Khan,0.0,5,Jai Ho, 24 Jan 2014 , 143 min  ,Action,Semi Hit,3700,"1,43,98,000","1,02,00,00,000","17,06,00,000","58,17,00,000","83,48,00,000","1,00,50,12,000","1,43,10,68,000","1,48,64,00,000","1,86,21,20,000"
471,tt1188996,My Name Is Khan,2010,12 Feb 2010,Drama | Romance | Thriller,Shibani Bathija (story) | Shibani Bathija (dialogue) | Niranjan Iyengar (dialogue),Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty,Karan Johar,0.0,6,My Name Is Khan, 12 Feb 2010 , 164 min  ,Drama,Hit,1650,"1,16,62,000","85,00,00,000","8,16,00,000","30,63,00,000","46,46,00,000","66,98,01,000","99,92,02,000","99,68,00,000","2,04,81,65,000"
472,tt1189006,Toonpur Ka Superrhero,2010,24 Dec 2010,Animation | Action | Adventure,Raagi Bhatnagar (story) | Bhimsain (story) | Munna Dhiman (lyrics) | Mubeen Farooqi (dialogue) | Kireet Khurana (screenplay) | Kumaar (lyrics),Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal,Kireet Khurana,0.0,1,Toonpur Ka Superrhero, 24 Dec 2010 , 105 min  ,Sci Fi / Fantasy,Disaster,500,"4,82,000","25,00,00,000","44,00,000","1,61,00,000","2,33,00,000","2,37,40,750","3,41,49,750","4,72,00,000","5,10,46,250"
